Dunkley Josh,MID/FWD,95.79,19,695000
McLean Toby,MID/FWD,94.5,22,686000
Bontempelli Marcus,MID,92.42,19,671000
Suckling Matthew,DEF,88,11,639000
Wallis Mitch,MID/FWD,82.06,18,595000
Williams Bailey,DEF,79.86,14,580000
Daniel Caleb,FWD,77.85,20,565000
Johannisen Jason,DEF,75.95,22,551000
Crozier Hayden,DEF,73.71,17,535000
Trengove Jackson,DEF,71.88,16,522000
Boyd Tom,RUC/FWD,63.33,12,460000
Lloyd Sam,MID,68.14,7,450000
Duryea Taylor,DEF,61.69,16,448000
English Tim,RUC,67.57,7,446000
Gowers Billy,FWD,59.7,20,433000
Jong Lin,MID/FWD,59.2,10,430000
Dale Bailey,MID/FWD,58.3,10,423000
Lipinski Patrick,MID/FWD,57.76,17,419000
Schache Josh,FWD,57.69,13,419000
Wood Easton,DEF,56.33,12,409000
Liberatore Tom,MID,9,1,392000
Picken Liam,FWD,0,0,387000
Richards Ed,DEF,53.14,21,386000
Naughton Aaron,DEF,51.89,18,377000
Dickson Tory,FWD,45.75,8,371000
Cordy Zaine,DEF,50.67,18,368000
Webb Lukas,FWD,47.4,5,339000
Greene Fergus,FWD,51.2,5,316000
Lynch Brad,DEF/FWD,44.33,9,312000
Morris Dale,DEF,42.82,11,311000
Smith Roarke,DEF,39.9,10,290000
Young Lewis,DEF,47,2,286000
Smith Bailey,MID,0,0,258000
West Rhylee,MID,0,0,220000
Roberts Fletcher,DEF,39.5,2,218000
Vandermeer Laitham,DEF/MID,0,0,198000
Cavarra Ben,FWD,0,0,182000
Khamis Buku,DEF,0,0,170000
Porter Callum,MID,0,0,170000
Young Lachlan,DEF,0,0,170000
Hayes Will,MID,0,0,170000
Sweet Jordon,RUC,0,0,170000
Fyfe Nat,MID,102.13,15,741000
Blakely Connor,DEF,91.46,13,664000
Mundy David,MID/FWD,89.91,22,652000
Hogan Jesse,FWD,89.05,20,646000
Langdon Ed,MID,88.86,21,645000
Hill Bradley,MID,80.9,10,587000
Walters Michael,MID/FWD,80,18,581000
Ryan Luke,DEF,76.9,20,558000
Sandilands Aaron,RUC,76.36,11,554000
Darcy Sean,RUC,73.43,7,552000
Conca Reece,MID,74.19,16,538000
Hill Stephen,DEF,73,13,530000
Wilson Nathan,DEF,71.57,21,519000
Taberner Matt,FWD,68.89,9,485000
Brayshaw Andrew,MID,66.76,17,485000
Lobb Rory,RUC/FWD,66.76,17,485000
Banfield Bailey,MID/FWD,64.15,20,466000
Matera Brandon,FWD,63.89,18,464000
Colyer Travis,MID/FWD,55.38,8,464000
Duman Taylin,DEF,63.3,10,459000
Cox Brennan,FWD,59.81,16,434000
Kersten Shane,DEF,61.44,9,433000
Cerra Adam,FWD,59.52,21,432000
Tucker Darcy,MID,59.41,17,431000
Giro Stefan,FWD,57.3,10,416000
Hamling Joel,DEF,55.61,18,404000
Ballantyne Hayden,FWD,53.35,17,387000
